Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_5394,Wrist / Elbow,TFCC Tear,Moderate,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_5395,Shoulder,Shoulder Impingement,Moderate,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5396,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_5397,Knee,Patellar Tendinitis,Moderate,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_5398,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5399,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_5400,Ankle / Foot,Ankle Sprain,Moderate,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5401,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5402,Core,Abdominal Strain,Severe,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5403,Ankle / Foot,Plantar Fasciitis,Severe,Legs & Core & Cardio,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_5404,Core,Abdominal Strain,Severe,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5405,Lower Back,Herniated Disc,Mild,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5406,Hip / Groin,Hip Flexor Strain,Severe,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5407,Ankle / Foot,Ankle Sprain,Mild,Legs & Core & Cardio,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5408,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_5409,Hip / Groin,Piriformis Syndrome,Mild,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5410,Knee,ACL Sprain,Severe,Full Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5411,Hip / Groin,Piriformis Syndrome,Moderate,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5412,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_5413,Shoulder,Shoulder Impingement,Rehabilitating,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5414,Knee,ACL Sprain,Moderate,Core & Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5415,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_5416,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5417,Lower Back,Herniated Disc,Moderate,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5418,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5419,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5420,Shoulder,AC Joint Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_5421,Lower Back,Muscle Sprain,Severe,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5422,Lower Back,SI Joint Dysfunction,Mild,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_5423,Knee,ACL Sprain,Chronic/Recurring,Core & Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5424,Shoulder,Shoulder Impingement,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5425,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5426,Wrist / Elbow,Tennis Elbow,Mild,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_5427,Wrist / Elbow,Wrist Sprain,Mild,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_5428,Neck,Cervical Sprain,Severe,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_5429,Ankle / Foot,Ankle Sprain,Severe,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5430,Shoulder,Shoulder Impingement,Moderate,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5431,Wrist / Elbow,Golfer's Elbow,Mild,Upper Body,Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_5432,Lower Back,SI Joint Dysfunction,Moderate,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_5433,Knee,ACL Sprain,Moderate,Legs & Cardio,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5434,Knee,Patellar Tendinitis,Rehabilitating,Full Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_5435,Hip / Groin,Hip Flexor Strain,Rehabilitating,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5436,Lower Back,SI Joint Dysfunction,Rehabilitating,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_5437,Hip / Groin,Hip Flexor Strain,Mild,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5438,Wrist / Elbow,Golfer's Elbow,Moderate,Push (Chest/Shoulders/Triceps),Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_5439,Knee,Meniscus Tear,Chronic/Recurring,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_5440,Wrist / Elbow,TFCC Tear,Moderate,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_5441,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Lower Body,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_5442,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5443,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5444,Shoulder,AC Joint Sprain,Moderate,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_5445,Lower Back,Herniated Disc,Moderate,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5446,Neck,Postural Neck Pain,Severe,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5447,Ankle / Foot,Achilles Tendinitis,Moderate,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_5448,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body & Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_5449,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5450,Shoulder,Shoulder Impingement,Mild,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5451,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5452,Knee,Meniscus Tear,Moderate,Lower Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_5453,Shoulder,Labral Tear,Moderate,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5454,Knee,Meniscus Tear,Rehabilitating,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_5455,Shoulder,Shoulder Impingement,Moderate,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5456,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5457,Neck,Postural Neck Pain,Moderate,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5458,Ankle / Foot,Ankle Sprain,Rehabilitating,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5459,Knee,Meniscus Tear,Mild,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_5460,Shoulder,AC Joint Sprain,Moderate,Push (Chest/Shoulders/Triceps),"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_5461,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_5462,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5463,Wrist / Elbow,TFCC Tear,Mild,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_5464,Lower Back,Herniated Disc,Moderate,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5465,Ankle / Foot,Plantar Fasciitis,Mild,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_5466,Hip / Groin,Hip Flexor Strain,Severe,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5467,Knee,ACL Sprain,Moderate,Core & Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5468,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5469,Ankle / Foot,Ankle Sprain,Severe,Legs & Core & Cardio,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5470,Shoulder,Labral Tear,Chronic/Recurring,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5471,Ankle / Foot,Ankle Sprain,Mild,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5472,Lower Back,Muscle Sprain,Moderate,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5473,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_5474,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5475,Ankle / Foot,Achilles Tendinitis,Mild,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_5476,Lower Back,Herniated Disc,Chronic/Recurring,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5477,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5478,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5479,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5480,Neck,Postural Neck Pain,Chronic/Recurring,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5481,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5482,Hip / Groin,Hip Flexor Strain,Moderate,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5483,Hip / Groin,Piriformis Syndrome,Moderate,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5484,Knee,Patellar Tendinitis,Severe,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_5485,Ankle / Foot,Plantar Fasciitis,Moderate,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_5486,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5487,Knee,ACL Sprain,Mild,Lower Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5488,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5489,Knee,Meniscus Tear,Rehabilitating,Legs & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_5490,Neck,Postural Neck Pain,Mild,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5491,Hip / Groin,Hip Flexor Strain,Mild,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5492,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Full Body,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_5493,Lower Back,Herniated Disc,Chronic/Recurring,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5494,Lower Back,Muscle Sprain,Rehabilitating,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5495,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_5496,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5497,Shoulder,Shoulder Impingement,Mild,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5498,Lower Back,Muscle Sprain,Moderate,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5499,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5500,Ankle / Foot,Ankle Sprain,Moderate,Legs & Core & Cardio,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5501,Lower Back,SI Joint Dysfunction,Mild,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_5502,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5503,Knee,ACL Sprain,Chronic/Recurring,Lower Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5504,Shoulder,AC Joint Sprain,Chronic/Recurring,Pull (Back/Biceps) & Push,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_5505,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5506,Hip / Groin,Piriformis Syndrome,Moderate,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5507,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_5508,Hip / Groin,Hip Flexor Strain,Moderate,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5509,Lower Back,Muscle Sprain,Mild,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5510,Wrist / Elbow,Wrist Sprain,Mild,Push (Chest/Shoulders/Triceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_5511,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_5512,Knee,ACL Sprain,Severe,Legs & Cardio,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_5513,Knee,IT Band Syndrome,Mild,Legs & Cardio,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_5514,Hip / Groin,Hip Flexor Strain,Severe,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5515,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5516,Hip / Groin,Piriformis Syndrome,Severe,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5517,Shoulder,Labral Tear,Chronic/Recurring,Push (Chest/Shoulders/Triceps),"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5518,Lower Back,Herniated Disc,Rehabilitating,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5519,Neck,Postural Neck Pain,Severe,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5520,Lower Back,Muscle Sprain,Chronic/Recurring,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5521,Shoulder,Shoulder Impingement,Moderate,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5522,Lower Back,Muscle Sprain,Rehabilitating,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5523,Hip / Groin,Piriformis Syndrome,Moderate,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5524,Ankle / Foot,Plantar Fasciitis,Rehabilitating,Legs & Core & Cardio,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_5525,Knee,IT Band Syndrome,Moderate,Lower Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_5526,Shoulder,Shoulder Impingement,Rehabilitating,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_5527,Shoulder,Rotator Cuff Tendinitis,Moderate,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_5528,Shoulder,AC Joint Sprain,Mild,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_5529,Hip / Groin,Hip Flexor Strain,Severe,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5530,Shoulder,Labral Tear,Rehabilitating,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5531,Hip / Groin,Hip Flexor Strain,Mild,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_5532,Neck,Cervical Sprain,Chronic/Recurring,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_5533,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5534,Knee,Patellar Tendinitis,Severe,Core & Cardio & Legs,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_5535,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5536,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_5537,Neck,Cervical Sprain,Mild,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_5538,Wrist / Elbow,Wrist Sprain,Mild,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_5539,Shoulder,Labral Tear,Chronic/Recurring,Upper Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5540,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5541,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5542,Neck,Cervical Sprain,Mild,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_5543,Lower Back,Muscle Sprain,Mild,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_5544,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5545,Shoulder,Labral Tear,Severe,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5546,Wrist / Elbow,TFCC Tear,Mild,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_5547,Neck,Postural Neck Pain,Rehabilitating,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5548,Neck,Postural Neck Pain,Moderate,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_5549,Knee,IT Band Syndrome,Mild,Full Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_5550,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_5551,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_5552,Ankle / Foot,Ankle Sprain,Moderate,Cardio & Legs,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_5553,Lower Back,Herniated Disc,Severe,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_5554,Shoulder,Labral Tear,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_5555,Wrist / Elbow,Golfer's Elbow,Moderate,Upper Body & Pull (Back/Biceps),Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_5556,Shoulder,AC Joint Sprain,Severe,Pull (Back/Biceps) & Push,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
