Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_1598,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Legs,Keep spine neutral | Substitute sit-ups with planks or bird-dogs
INJ_1599,Lower Back,Muscle Spasm,Moderate,Core & Cardio,Avoid heavy deadlifts and bent-over rows
INJ_1600,Shoulder,Biceps Tendinitis,Mild,Upper Body,Avoid overhead pressing
INJ_1601,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Full Body & Core & Cardio,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_1602,Ankle / Foot,Plantar Fasciitis,Mild,Full Body,Substitute standing calf raises with seated
INJ_1603,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Legs & Core & Cardio,Keep spine neutral | Substitute sit-ups with planks or bird-dogs
INJ_1604,Neck,Cervical Strain,Moderate,Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_1605,Knee,Meniscus Tear (Mild),Moderate,Core & Cardio,Keep knee flexion pain-free | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1606,Neck,Upper Trapezius Spasm,Moderate,Upper Body & Core & Cardio,Avoid overhead presses if causing pain
INJ_1607,Knee,Knee Osteoarthritis,Moderate,Full Body & Core & Cardio,Keep knee flexion pain-free | Avoid deep squatting
INJ_1608,Shoulder,Shoulder Impingement,Moderate,Pull (Back/Biceps) & Full Body,Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_1609,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups | Avoid heavy gripping (use straps for pulling)
INJ_1610,Lower Back,Herniated Disc (Mild),Mild,Pull (Back/Biceps) & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_1611,Neck,Upper Trapezius Spasm,Mild,Core & Cardio & Upper Body,Avoid heavy barbell shrugs
INJ_1612,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Full Body,"Avoid running, jumping, and high-impact cardio | Substitute standing calf raises with seated"
INJ_1613,Shoulder,AC Joint Sprain,Moderate,Full Body & Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_1614,Shoulder,Shoulder Impingement,Rehabilitating,Push (Chest/Shoulders/Triceps) & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1615,Shoulder,Shoulder Impingement,Moderate,Upper Body & Full Body,Keep elbows tucked during push-ups
INJ_1616,Wrist / Elbow,TFCC Tear (Mild),Mild,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular) | Avoid heavy gripping (use straps for pulling)
INJ_1617,Neck,Postural Neck Pain,Chronic/Recurring,Core & Cardio,Avoid overhead presses if causing pain
INJ_1618,Wrist / Elbow,Golfer's Elbow,Moderate,Pull (Back/Biceps) & Upper Body,Avoid heavy gripping (use straps for pulling) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1619,Knee,Runner's Knee (Patellofemoral Pain),Mild,Legs,"Avoid deep squatting | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1620,Shoulder,Shoulder Impingement,Rehabilitating,Full Body & Upper Body,Avoid overhead pressing
INJ_1621,Wrist / Elbow,TFCC Tear (Mild),Rehabilitating,Upper Body,Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1622,Shoulder,AC Joint Sprain,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_1623,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body & Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1624,Shoulder,Shoulder Impingement,Moderate,Upper Body & Pull (Back/Biceps),Avoid wide-grip pull-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_1625,Ankle / Foot,Plantar Fasciitis,Mild,Legs,"Perform cardio on a stationary bike or swimming instead | Avoid running, jumping, and high-impact cardio"
INJ_1626,Knee,Patellar Tendinitis,Moderate,Legs,Avoid deep squatting
INJ_1627,Lower Back,Lumbar Strain,Chronic/Recurring,Core & Cardio,Avoid twisting core movements
INJ_1628,Neck,Postural Neck Pain,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs
INJ_1629,Knee,Meniscus Tear (Mild),Moderate,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Keep knee flexion pain-free
INJ_1630,Shoulder,Frozen Shoulder (Mild),Mild,Upper Body,Keep elbows tucked during push-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_1631,Lower Back,Sciatica,Mild,Core & Cardio,Avoid twisting core movements
INJ_1632,Lower Back,Herniated Disc (Mild),Rehabilitating,Full Body & Core & Cardio,Keep spine neutral | Avoid heavy deadlifts and bent-over rows
INJ_1633,Lower Back,Sciatica,Moderate,Full Body & Legs,Avoid twisting core movements
INJ_1634,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Legs,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_1635,Shoulder,Shoulder Impingement,Mild,Push (Chest/Shoulders/Triceps),Keep elbows tucked during push-ups | Avoid overhead pressing
INJ_1636,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Pull (Back/Biceps) & Upper Body,Avoid skull crushers
INJ_1637,Lower Back,Sciatica,Mild,Pull (Back/Biceps) & Full Body,Avoid twisting core movements
INJ_1638,Neck,Cervical Strain,Rehabilitating,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1639,Shoulder,Biceps Tendinitis,Chronic/Recurring,Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_1640,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1641,Knee,Meniscus Tear (Mild),Rehabilitating,Full Body & Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1642,Lower Back,Muscle Spasm,Chronic/Recurring,Full Body,Avoid heavy deadlifts and bent-over rows
INJ_1643,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular)
INJ_1644,Ankle / Foot,Achilles Tendinitis,Moderate,Core & Cardio,"Wear supportive footwear during lifts | Avoid running, jumping, and high-impact cardio"
INJ_1645,Lower Back,Lumbar Strain,Rehabilitating,Core & Cardio,Keep spine neutral | Avoid twisting core movements
INJ_1646,Knee,Ligament Sprain (ACL/MCL),Moderate,Core & Cardio & Full Body,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_1647,Shoulder,Biceps Tendinitis,Mild,Upper Body & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1648,Shoulder,Biceps Tendinitis,Rehabilitating,Pull (Back/Biceps) & Full Body,Keep elbows tucked during push-ups
INJ_1649,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Full Body,Avoid deep squatting
INJ_1650,Knee,Patellar Tendinitis,Rehabilitating,Legs,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1651,Lower Back,Herniated Disc (Mild),Mild,Full Body,Substitute sit-ups with planks or bird-dogs
INJ_1652,Lower Back,SI Joint Dysfunction,Rehabilitating,Full Body,Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1653,Ankle / Foot,Shin Splints,Moderate,Full Body & Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_1654,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups | Avoid skull crushers
INJ_1655,Knee,Meniscus Tear (Mild),Rehabilitating,Core & Cardio & Full Body,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_1656,Shoulder,Frozen Shoulder (Mild),Mild,Upper Body & Full Body,Avoid wide-grip pull-ups | Keep elbows tucked during push-ups
INJ_1657,Ankle / Foot,Shin Splints,Rehabilitating,Core & Cardio & Legs,Wear supportive footwear during lifts
INJ_1658,Shoulder,Shoulder Impingement,Mild,Full Body,Keep elbows tucked during push-ups
INJ_1659,Wrist / Elbow,Golfer's Elbow,Mild,Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular)
INJ_1660,Shoulder,AC Joint Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,Avoid wide-grip pull-ups
INJ_1661,Lower Back,Sciatica,Rehabilitating,Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1662,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular) | Avoid skull crushers
INJ_1663,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Use neutral grips (hammer curls instead of regular)
INJ_1664,Neck,Whiplash Recovery,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid heavy barbell shrugs | Avoid overhead presses if causing pain
INJ_1665,Shoulder,AC Joint Sprain,Moderate,Full Body & Push (Chest/Shoulders/Triceps),Keep elbows tucked during push-ups
INJ_1666,Knee,Meniscus Tear (Mild),Mild,Full Body,Avoid deep squatting
INJ_1667,Shoulder,AC Joint Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_1668,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Full Body,Keep knee flexion pain-free | Avoid deep squatting
INJ_1669,Wrist / Elbow,Golfer's Elbow,Mild,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1670,Neck,Cervical Strain,Mild,Upper Body,Keep neck neutral during planks and push-ups | Avoid heavy barbell shrugs
INJ_1671,Lower Back,Lumbar Strain,Chronic/Recurring,Pull (Back/Biceps),Substitute sit-ups with planks or bird-dogs
INJ_1672,Knee,Knee Osteoarthritis,Chronic/Recurring,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1673,Ankle / Foot,Flat Feet Pain,Mild,Core & Cardio & Full Body,"Avoid running, jumping, and high-impact cardio | Substitute standing calf raises with seated"
INJ_1674,Neck,Cervical Strain,Mild,Core & Cardio & Upper Body,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1675,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Full Body & Pull (Back/Biceps),Keep elbows tucked during push-ups
INJ_1676,Ankle / Foot,Flat Feet Pain,Mild,Legs,Perform cardio on a stationary bike or swimming instead
INJ_1677,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Upper Body & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1678,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Full Body & Core & Cardio,Wear supportive footwear during lifts
INJ_1679,Knee,Runner's Knee (Patellofemoral Pain),Mild,Full Body,Avoid deep squatting
INJ_1680,Ankle / Foot,Flat Feet Pain,Mild,Core & Cardio & Full Body,"Avoid running, jumping, and high-impact cardio | Wear supportive footwear during lifts"
INJ_1681,Lower Back,Sciatica,Chronic/Recurring,Core & Cardio & Legs,Avoid twisting core movements
INJ_1682,Shoulder,Frozen Shoulder (Mild),Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_1683,Shoulder,Biceps Tendinitis,Chronic/Recurring,Pull (Back/Biceps),Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_1684,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid skull crushers | Use neutral grips (hammer curls instead of regular)
INJ_1685,Ankle / Foot,Ankle Sprain,Rehabilitating,Legs,"Avoid running, jumping, and high-impact cardio | Wear supportive footwear during lifts"
INJ_1686,Ankle / Foot,Ankle Sprain,Rehabilitating,Legs & Full Body,Substitute standing calf raises with seated | Perform cardio on a stationary bike or swimming instead
INJ_1687,Lower Back,Herniated Disc (Mild),Rehabilitating,Full Body,Keep spine neutral | Substitute sit-ups with planks or bird-dogs
INJ_1688,Shoulder,AC Joint Sprain,Moderate,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Avoid overhead pressing
INJ_1689,Ankle / Foot,Flat Feet Pain,Moderate,Full Body,"Wear supportive footwear during lifts | Avoid running, jumping, and high-impact cardio"
INJ_1690,Knee,Patellar Tendinitis,Chronic/Recurring,Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1691,Lower Back,Muscle Spasm,Mild,Legs,Avoid twisting core movements | Avoid heavy deadlifts and bent-over rows
INJ_1692,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Pull (Back/Biceps) & Full Body,Substitute sit-ups with planks or bird-dogs
INJ_1693,Lower Back,Sciatica,Chronic/Recurring,Legs,Keep spine neutral
INJ_1694,Wrist / Elbow,Carpal Tunnel Syndrome,Mild,Pull (Back/Biceps) & Upper Body,Avoid heavy gripping (use straps for pulling)
INJ_1695,Knee,Meniscus Tear (Mild),Moderate,Legs & Full Body,Avoid deep squatting
INJ_1696,Neck,Whiplash Recovery,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1697,Lower Back,SI Joint Dysfunction,Moderate,Pull (Back/Biceps) & Legs,Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1698,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Legs & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_1699,Neck,Cervical Strain,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1700,Shoulder,Biceps Tendinitis,Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_1701,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Core & Cardio & Full Body,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_1702,Ankle / Foot,Flat Feet Pain,Rehabilitating,Core & Cardio & Legs,"Perform cardio on a stationary bike or swimming instead | Avoid running, jumping, and high-impact cardio"
INJ_1703,Lower Back,Lumbar Strain,Moderate,Core & Cardio,Keep spine neutral | Avoid twisting core movements
INJ_1704,Knee,Patellar Tendinitis,Moderate,Full Body,Keep knee flexion pain-free | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1705,Shoulder,AC Joint Sprain,Chronic/Recurring,Full Body & Upper Body,Avoid overhead pressing
INJ_1706,Knee,Runner's Knee (Patellofemoral Pain),Mild,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1707,Neck,Whiplash Recovery,Moderate,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1708,Ankle / Foot,Flat Feet Pain,Rehabilitating,Full Body,Substitute standing calf raises with seated
INJ_1709,Lower Back,Lumbar Strain,Mild,Core & Cardio,Avoid twisting core movements
INJ_1710,Neck,Upper Trapezius Spasm,Mild,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain | Keep neck neutral during planks and push-ups
INJ_1711,Ankle / Foot,Shin Splints,Mild,Full Body & Legs,Perform cardio on a stationary bike or swimming instead
INJ_1712,Shoulder,AC Joint Sprain,Chronic/Recurring,Pull (Back/Biceps) & Upper Body,Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_1713,Neck,Upper Trapezius Spasm,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid heavy barbell shrugs | Avoid overhead presses if causing pain
INJ_1714,Knee,Ligament Sprain (ACL/MCL),Mild,Core & Cardio & Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1715,Shoulder,Shoulder Impingement,Chronic/Recurring,Full Body,Avoid overhead pressing
INJ_1716,Wrist / Elbow,TFCC Tear (Mild),Moderate,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_1717,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1718,Knee,Ligament Sprain (ACL/MCL),Moderate,Full Body & Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_1719,Neck,Upper Trapezius Spasm,Moderate,Upper Body & Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1720,Ankle / Foot,Ankle Sprain,Rehabilitating,Core & Cardio & Legs,Perform cardio on a stationary bike or swimming instead
INJ_1721,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Full Body & Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_1722,Wrist / Elbow,TFCC Tear (Mild),Mild,Upper Body & Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Use neutral grips (hammer curls instead of regular)
INJ_1723,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Legs,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_1724,Shoulder,Frozen Shoulder (Mild),Mild,Full Body,Keep elbows tucked during push-ups
INJ_1725,Ankle / Foot,Ankle Sprain,Rehabilitating,Full Body,Wear supportive footwear during lifts
INJ_1726,Ankle / Foot,Ankle Sprain,Rehabilitating,Core & Cardio & Legs,"Avoid running, jumping, and high-impact cardio"
INJ_1727,Lower Back,Lumbar Strain,Chronic/Recurring,Full Body & Pull (Back/Biceps),Avoid twisting core movements
INJ_1728,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Pull (Back/Biceps) & Upper Body,Avoid skull crushers
INJ_1729,Lower Back,Lumbar Strain,Chronic/Recurring,Core & Cardio & Full Body,Keep spine neutral | Avoid twisting core movements
INJ_1730,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Full Body & Legs,"Avoid running, jumping, and high-impact cardio"
INJ_1731,Knee,Meniscus Tear (Mild),Mild,Legs,Avoid deep squatting
INJ_1732,Wrist / Elbow,Carpal Tunnel Syndrome,Mild,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1733,Lower Back,Herniated Disc (Mild),Rehabilitating,Full Body & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_1734,Neck,Upper Trapezius Spasm,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain
INJ_1735,Ankle / Foot,Flat Feet Pain,Rehabilitating,Legs & Full Body,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_1736,Wrist / Elbow,Wrist Sprain,Mild,Upper Body,Avoid heavy gripping (use straps for pulling) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1737,Ankle / Foot,Shin Splints,Mild,Legs & Full Body,"Avoid running, jumping, and high-impact cardio"
INJ_1738,Shoulder,Shoulder Impingement,Moderate,Upper Body,Avoid wide-grip pull-ups
INJ_1739,Wrist / Elbow,Wrist Sprain,Rehabilitating,Upper Body,Avoid skull crushers
INJ_1740,Knee,Knee Osteoarthritis,Moderate,Full Body & Legs,Keep knee flexion pain-free
INJ_1741,Shoulder,AC Joint Sprain,Mild,Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1742,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Moderate,Upper Body & Pull (Back/Biceps),Avoid skull crushers
INJ_1743,Shoulder,Biceps Tendinitis,Chronic/Recurring,Pull (Back/Biceps) & Upper Body,Keep elbows tucked during push-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_1744,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Keep knee flexion pain-free
INJ_1745,Lower Back,Lumbar Strain,Rehabilitating,Full Body & Pull (Back/Biceps),Avoid twisting core movements | Avoid heavy deadlifts and bent-over rows
INJ_1746,Neck,Upper Trapezius Spasm,Rehabilitating,Core & Cardio,Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_1747,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Core & Cardio,Keep spine neutral
INJ_1748,Wrist / Elbow,TFCC Tear (Mild),Chronic/Recurring,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid skull crushers
INJ_1749,Ankle / Foot,Shin Splints,Rehabilitating,Legs,Substitute standing calf raises with seated | Wear supportive footwear during lifts
INJ_1750,Lower Back,Muscle Spasm,Rehabilitating,Core & Cardio & Pull (Back/Biceps),Keep spine neutral
INJ_1751,Lower Back,Sciatica,Mild,Core & Cardio,Avoid twisting core movements | Keep spine neutral
INJ_1752,Shoulder,Shoulder Impingement,Chronic/Recurring,Pull (Back/Biceps) & Upper Body,Substitute barbell bench with neutral-grip dumbbell press | Avoid overhead pressing
INJ_1753,Knee,Knee Osteoarthritis,Mild,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees) | Avoid deep squatting"
INJ_1754,Knee,Patellar Tendinitis,Moderate,Legs & Full Body,"Keep knee flexion pain-free | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1755,Wrist / Elbow,Wrist Sprain,Rehabilitating,Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups | Avoid heavy gripping (use straps for pulling)
INJ_1756,Shoulder,AC Joint Sprain,Chronic/Recurring,Pull (Back/Biceps) & Full Body,Avoid wide-grip pull-ups
INJ_1757,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Full Body,Keep knee flexion pain-free
INJ_1758,Knee,Meniscus Tear (Mild),Chronic/Recurring,Core & Cardio,Keep knee flexion pain-free
INJ_1759,Knee,Meniscus Tear (Mild),Moderate,Full Body,Keep knee flexion pain-free | Avoid deep squatting
INJ_1760,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling)
INJ_1761,Knee,Knee Osteoarthritis,Moderate,Core & Cardio & Full Body,Avoid deep squatting | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1762,Ankle / Foot,Shin Splints,Chronic/Recurring,Legs & Core & Cardio,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_1763,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1764,Lower Back,Herniated Disc (Mild),Mild,Full Body,Keep spine neutral
INJ_1765,Neck,Cervical Strain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs
INJ_1766,Wrist / Elbow,Golfer's Elbow,Mild,Pull (Back/Biceps),Avoid skull crushers | Use neutral grips (hammer curls instead of regular)
INJ_1767,Ankle / Foot,Shin Splints,Mild,Core & Cardio & Legs,"Avoid running, jumping, and high-impact cardio"
INJ_1768,Shoulder,Frozen Shoulder (Mild),Moderate,Upper Body & Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Avoid wide-grip pull-ups
INJ_1769,Knee,Meniscus Tear (Mild),Chronic/Recurring,Core & Cardio & Legs,Keep knee flexion pain-free
INJ_1770,Lower Back,Muscle Spasm,Moderate,Legs,Avoid heavy deadlifts and bent-over rows
INJ_1771,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Core & Cardio,Avoid twisting core movements | Substitute sit-ups with planks or bird-dogs
INJ_1772,Ankle / Foot,Flat Feet Pain,Mild,Legs,"Avoid running, jumping, and high-impact cardio"
INJ_1773,Ankle / Foot,Shin Splints,Mild,Core & Cardio & Full Body,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1774,Neck,Whiplash Recovery,Mild,Upper Body,Keep neck neutral during planks and push-ups | Avoid overhead presses if causing pain
INJ_1775,Lower Back,SI Joint Dysfunction,Mild,Legs & Full Body,Substitute sit-ups with planks or bird-dogs
INJ_1776,Neck,Postural Neck Pain,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck
INJ_1777,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_1778,Shoulder,Biceps Tendinitis,Rehabilitating,Upper Body,Avoid overhead pressing
INJ_1779,Shoulder,Shoulder Impingement,Mild,Upper Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1780,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Core & Cardio & Full Body,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1781,Lower Back,Herniated Disc (Mild),Mild,Full Body,Substitute sit-ups with planks or bird-dogs
INJ_1782,Lower Back,Sciatica,Rehabilitating,Full Body,Keep spine neutral
INJ_1783,Lower Back,Muscle Spasm,Moderate,Core & Cardio,Substitute sit-ups with planks or bird-dogs
INJ_1784,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Legs & Core & Cardio,"Avoid running, jumping, and high-impact cardio | Substitute standing calf raises with seated"
INJ_1785,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Pull (Back/Biceps) & Legs,Avoid heavy deadlifts and bent-over rows
INJ_1786,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Core & Cardio,Keep knee flexion pain-free
INJ_1787,Neck,Upper Trapezius Spasm,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain
INJ_1788,Neck,Postural Neck Pain,Moderate,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_1789,Knee,Meniscus Tear (Mild),Rehabilitating,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1790,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1791,Ankle / Foot,Achilles Tendinitis,Mild,Core & Cardio & Legs,Perform cardio on a stationary bike or swimming instead | Wear supportive footwear during lifts
INJ_1792,Shoulder,Biceps Tendinitis,Chronic/Recurring,Full Body & Upper Body,Substitute barbell bench with neutral-grip dumbbell press | Avoid wide-grip pull-ups
INJ_1793,Neck,Whiplash Recovery,Rehabilitating,Core & Cardio & Upper Body,Avoid overhead presses if causing pain
INJ_1794,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Full Body & Upper Body,Avoid overhead pressing | Keep elbows tucked during push-ups
INJ_1795,Lower Back,SI Joint Dysfunction,Moderate,Pull (Back/Biceps) & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1796,Knee,Meniscus Tear (Mild),Rehabilitating,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1797,Knee,Meniscus Tear (Mild),Moderate,Legs & Core & Cardio,Avoid deep squatting
INJ_1798,Lower Back,Sciatica,Moderate,Pull (Back/Biceps) & Core & Cardio,Substitute sit-ups with planks or bird-dogs
INJ_1799,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
