Workout_ID,Workout_Name,Goal,Difficulty,Focus_Area,Duration_Min,Estimated_Calories_Burned,Routine
WK_1913,Advanced Pull Routine,General Fitness,Advanced,Pull (Back/Biceps),30,187,1. Superman Extensions (3 sets x 12 reps) | 2. Chin-ups (3 sets x 12 reps) | 3. Hammer Curls (3 sets x 12 reps) | 4. Dumbbell Bicep Curls (3 sets x 12 reps) | 5. Dumbbell Rows (3 sets x 12 reps)
WK_1914,Beginner Core & Sweat,Weight Loss,Beginner,Core & Cardio,30,210,1. Bicycle Crunches (3 sets x 12-15 reps) | 2. Russian Twists (3 sets x 12-15 reps) | 3. Jump Rope (3 sets x 12-15 reps) | 4. Lying Leg Raises (3 sets x 12-15 reps) | 5. Shadow Boxing (3 sets x 12-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1915,Beginner Full Body Circuit,Weight Loss,Beginner,Full Body,40,336,1. Wall Sit (4 sets x 12-15 reps) | 2. Forearm Plank (4 sets x 12-15 reps) | 3. Lat Pulldowns (4 sets x 12-15 reps) | 4. Glute Bridges (4 sets x 12-15 reps) | 5. Incline Push-ups (4 sets x 12-15 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1916,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,45,270,1. Bicycle Crunches (3 sets x 12 reps) | 2. Inverted Bodyweight Rows (3 sets x 12 reps) | 3. Bodyweight Squats (3 sets x 12 reps) | 4. Jump Squats (3 sets x 12 reps) | 5. Barbell Bench Press (3 sets x 12 reps) | Finisher: Jumping Jacks (2 sets of 30 seconds)
WK_1917,Beginner Push Routine,Muscle Gain,Beginner,Push (Chest/Shoulders/Triceps),45,225,1. Dumbbell Overhead Press (3 sets x 8-10 reps) | 2. Tricep Kickbacks (3 sets x 8-10 reps) | 3. Push-ups (3 sets x 8-10 reps) | 4. Lateral Raises (3 sets x 8-10 reps) | 5. Knee Push-ups (3 sets x 8-10 reps)
WK_1918,Beginner Lower Body Focus,Weight Loss,Beginner,Legs,30,252,1. Glute Bridges (3 sets x 12-15 reps) | 2. Goblet Squats (3 sets x 12-15 reps) | 3. Forward Lunges (3 sets x 12-15 reps) | 4. Jump Squats (3 sets x 12-15 reps) | 5. Calf Raises (3 sets x 12-15 reps)
WK_1919,Intermediate Pull Routine,General Fitness,Intermediate,Pull (Back/Biceps),30,165,1. Dumbbell Rows (3 sets x 10-15 reps) | 2. Hammer Curls (3 sets x 10-15 reps) | 3. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 4. Pull-ups (3 sets x 10-15 reps) | 5. Superman Extensions (3 sets x 10-15 reps)
WK_1920,Intermediate Pull Routine,Weight Loss,Intermediate,Pull (Back/Biceps),45,346,1. Superman Extensions (4 sets x 40 sec work / 20 sec rest) | 2. Pull-ups (4 sets x 40 sec work / 20 sec rest) | 3. Hammer Curls (4 sets x 40 sec work / 20 sec rest) | 4. Dumbbell Rows (4 sets x 40 sec work / 20 sec rest) | 5. Dumbbell Bicep Curls (4 sets x 40 sec work / 20 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1921,Intermediate Pull Routine,General Fitness,Intermediate,Pull (Back/Biceps),30,165,1. Chin-ups (3 sets x 12 reps) | 2. Hammer Curls (3 sets x 12 reps) | 3. Dumbbell Bicep Curls (3 sets x 12 reps) | 4. Inverted Bodyweight Rows (3 sets x 12 reps) | 5. Dumbbell Rows (3 sets x 12 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1922,Advanced Lower Body Focus,Muscle Gain,Advanced,Legs,60,450,1. Bodyweight Squats (3 sets x 6-8 reps (heavy)) | 2. Goblet Squats (3 sets x 6-8 reps (heavy)) | 3. Forward Lunges (3 sets x 6-8 reps (heavy)) | 4. Wall Sit (3 sets x 6-8 reps (heavy)) | 5. Step-ups (on chair/box) (3 sets x 6-8 reps (heavy))
WK_1923,Beginner Pull Routine,General Fitness,Beginner,Pull (Back/Biceps),30,150,1. Inverted Bodyweight Rows (3 sets x 10-15 reps) | 2. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 3. Pull-ups (3 sets x 10-15 reps) | 4. Hammer Curls (3 sets x 10-15 reps) | 5. Lat Pulldowns (3 sets x 10-15 reps)
WK_1924,Advanced Upper Body Mix,Muscle Gain,Advanced,Upper Body,45,281,1. Diamond Push-ups (4 sets x 6-8 reps (heavy)) | 2. Front Raises (4 sets x 6-8 reps (heavy)) | 3. Chin-ups (4 sets x 6-8 reps (heavy)) | 4. Chair Tricep Dips (4 sets x 6-8 reps (heavy)) | 5. Knee Push-ups (4 sets x 6-8 reps (heavy)) | Finisher: High Knees (3 sets of max effort)
WK_1925,Intermediate Upper Body Mix,Weight Loss,Intermediate,Upper Body,40,308,1. Seated Dumbbell Press (3 sets x 40 sec work / 20 sec rest) | 2. Tricep Kickbacks (3 sets x 40 sec work / 20 sec rest) | 3. Chair Tricep Dips (3 sets x 40 sec work / 20 sec rest) | 4. Superman Extensions (3 sets x 40 sec work / 20 sec rest) | 5. Push-ups (3 sets x 40 sec work / 20 sec rest) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1926,Advanced Push Routine,General Fitness,Advanced,Push (Chest/Shoulders/Triceps),45,281,1. Lateral Raises (3 sets x 10-15 reps) | 2. Overhead Tricep Extension (3 sets x 10-15 reps) | 3. Incline Push-ups (3 sets x 10-15 reps) | 4. Pike Push-ups (3 sets x 10-15 reps) | 5. Dumbbell Bench Press (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1927,Intermediate Push Routine,Muscle Gain,Intermediate,Push (Chest/Shoulders/Triceps),60,330,1. Dumbbell Overhead Press (3 sets x 8-12 reps) | 2. Overhead Tricep Extension (3 sets x 8-12 reps) | 3. Pike Push-ups (3 sets x 8-12 reps) | 4. Barbell Bench Press (3 sets x 8-12 reps) | 5. Knee Push-ups (3 sets x 8-12 reps) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1928,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),45,315,1. Push-ups (3 sets x 12-15 reps) | 2. Lateral Raises (3 sets x 12-15 reps) | 3. Front Raises (3 sets x 12-15 reps) | 4. Diamond Push-ups (3 sets x 12-15 reps) | 5. Wide Grip Push-ups (3 sets x 12-15 reps)
WK_1929,Intermediate Pull Routine,Muscle Gain,Intermediate,Pull (Back/Biceps),45,247,1. Dumbbell Bicep Curls (3 sets x 8-12 reps) | 2. Chin-ups (3 sets x 8-12 reps) | 3. Dumbbell Rows (3 sets x 8-12 reps) | 4. Hammer Curls (3 sets x 8-12 reps) | 5. Inverted Bodyweight Rows (3 sets x 8-12 reps)
WK_1930,Beginner Push Routine,General Fitness,Beginner,Push (Chest/Shoulders/Triceps),30,150,1. Chair Tricep Dips (3 sets x 10-15 reps) | 2. Lateral Raises (3 sets x 10-15 reps) | 3. Seated Dumbbell Press (3 sets x 10-15 reps) | 4. Wide Grip Push-ups (3 sets x 10-15 reps) | 5. Barbell Bench Press (3 sets x 10-15 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1931,Intermediate Upper Body Mix,Weight Loss,Intermediate,Upper Body,45,346,1. Push-ups (3 sets x 40 sec work / 20 sec rest) | 2. Overhead Tricep Extension (3 sets x 40 sec work / 20 sec rest) | 3. Dumbbell Rows (3 sets x 40 sec work / 20 sec rest) | 4. Chair Tricep Dips (3 sets x 40 sec work / 20 sec rest) | 5. Front Raises (3 sets x 40 sec work / 20 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1932,Beginner Upper Body Mix,General Fitness,Beginner,Upper Body,45,225,1. Front Raises (3 sets x 12 reps) | 2. Pull-ups (3 sets x 12 reps) | 3. Barbell Bench Press (3 sets x 12 reps) | 4. Tricep Kickbacks (3 sets x 12 reps) | 5. Chair Tricep Dips (3 sets x 12 reps)
WK_1933,Beginner Lower Body Focus,Weight Loss,Beginner,Legs,45,378,1. Step-ups (on chair/box) (4 sets x 12-15 reps) | 2. Jump Squats (4 sets x 12-15 reps) | 3. Wall Sit (4 sets x 12-15 reps) | 4. Calf Raises (4 sets x 12-15 reps) | 5. Reverse Lunges (4 sets x 12-15 reps)
WK_1934,Beginner Core & Sweat,Muscle Gain,Beginner,Core & Cardio,60,300,1. Forearm Plank (3 sets x 8-10 reps) | 2. Jogging in Place (3 sets x 8-10 reps) | 3. Mountain Climbers (3 sets x 8-10 reps) | 4. Lying Leg Raises (3 sets x 8-10 reps) | 5. Side Plank (3 sets x 8-10 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1935,Beginner Push Routine,General Fitness,Beginner,Push (Chest/Shoulders/Triceps),30,150,1. Tricep Kickbacks (3 sets x 10-15 reps) | 2. Barbell Bench Press (3 sets x 10-15 reps) | 3. Knee Push-ups (3 sets x 10-15 reps) | 4. Front Raises (3 sets x 10-15 reps) | 5. Seated Dumbbell Press (3 sets x 10-15 reps)
WK_1936,Advanced Pull Routine,General Fitness,Advanced,Pull (Back/Biceps),30,187,1. Pull-ups (3 sets x 12 reps) | 2. Inverted Bodyweight Rows (3 sets x 12 reps) | 3. Dumbbell Bicep Curls (3 sets x 12 reps) | 4. Hammer Curls (3 sets x 12 reps) | 5. Lat Pulldowns (3 sets x 12 reps)
WK_1937,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,45,315,1. Knee Push-ups (3 sets x 12-15 reps) | 2. Front Raises (3 sets x 12-15 reps) | 3. Lat Pulldowns (3 sets x 12-15 reps) | 4. Dumbbell Bicep Curls (3 sets x 12-15 reps) | 5. Overhead Tricep Extension (3 sets x 12-15 reps)
WK_1938,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Push-ups (3 sets x 10-15 reps) | 2. Jump Squats (3 sets x 10-15 reps) | 3. Pull-ups (3 sets x 10-15 reps) | 4. Calf Raises (3 sets x 10-15 reps) | 5. Side Plank (3 sets x 10-15 reps)
WK_1939,Beginner Lower Body Focus,Muscle Gain,Beginner,Legs,45,270,1. Forward Lunges (3 sets x 8-10 reps) | 2. Bodyweight Squats (3 sets x 8-10 reps) | 3. Goblet Squats (3 sets x 8-10 reps) | 4. Reverse Lunges (3 sets x 8-10 reps) | 5. Step-ups (on chair/box) (3 sets x 8-10 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1940,Advanced Core & Sweat,Weight Loss,Advanced,Core & Cardio,40,350,1. Side Plank (4 sets x 45 sec work / 15 sec rest) | 2. Mountain Climbers (4 sets x 45 sec work / 15 sec rest) | 3. Russian Twists (4 sets x 45 sec work / 15 sec rest) | 4. Bird-Dog (4 sets x 45 sec work / 15 sec rest) | 5. Jogging in Place (4 sets x 45 sec work / 15 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1941,Advanced Push Routine,Weight Loss,Advanced,Push (Chest/Shoulders/Triceps),40,350,1. Dumbbell Overhead Press (3 sets x 45 sec work / 15 sec rest) | 2. Barbell Bench Press (3 sets x 45 sec work / 15 sec rest) | 3. Incline Push-ups (3 sets x 45 sec work / 15 sec rest) | 4. Lateral Raises (3 sets x 45 sec work / 15 sec rest) | 5. Tricep Kickbacks (3 sets x 45 sec work / 15 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1942,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,30,198,1. Step-ups (on chair/box) (3 sets x 10-15 reps) | 2. Dead Bugs (3 sets x 10-15 reps) | 3. Knee Push-ups (3 sets x 10-15 reps) | 4. Forward Lunges (3 sets x 10-15 reps) | 5. Chin-ups (3 sets x 10-15 reps)
WK_1943,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,45,270,1. Bodyweight Squats (3 sets x 10-15 reps) | 2. Lying Leg Raises (3 sets x 10-15 reps) | 3. Incline Push-ups (3 sets x 10-15 reps) | 4. Chin-ups (3 sets x 10-15 reps) | 5. Jump Squats (3 sets x 10-15 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1944,Beginner Lower Body Focus,General Fitness,Beginner,Legs,45,270,1. Goblet Squats (3 sets x 12 reps) | 2. Reverse Lunges (3 sets x 12 reps) | 3. Wall Sit (3 sets x 12 reps) | 4. Calf Raises (3 sets x 12 reps) | 5. Glute Bridges (3 sets x 12 reps)
WK_1945,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,45,270,1. Chin-ups (3 sets x 8-10 reps) | 2. Calf Raises (3 sets x 8-10 reps) | 3. Barbell Bench Press (3 sets x 8-10 reps) | 4. Jump Squats (3 sets x 8-10 reps) | 5. Side Plank (3 sets x 8-10 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1946,Advanced Lower Body Focus,Weight Loss,Advanced,Legs,40,420,1. Calf Raises (4 sets x 45 sec work / 15 sec rest) | 2. Reverse Lunges (4 sets x 45 sec work / 15 sec rest) | 3. Goblet Squats (4 sets x 45 sec work / 15 sec rest) | 4. Wall Sit (4 sets x 45 sec work / 15 sec rest) | 5. Forward Lunges (4 sets x 45 sec work / 15 sec rest)
WK_1947,Intermediate Core & Sweat,Muscle Gain,Intermediate,Core & Cardio,45,247,1. Dead Bugs (4 sets x 8-12 reps) | 2. Jump Rope (4 sets x 8-12 reps) | 3. Lying Leg Raises (4 sets x 8-12 reps) | 4. High Knees (4 sets x 8-12 reps) | 5. Bicycle Crunches (4 sets x 8-12 reps)
WK_1948,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,30,210,1. Tricep Kickbacks (3 sets x 12-15 reps) | 2. Chair Tricep Dips (3 sets x 12-15 reps) | 3. Superman Extensions (3 sets x 12-15 reps) | 4. Lateral Raises (3 sets x 12-15 reps) | 5. Knee Push-ups (3 sets x 12-15 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1949,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,45,247,1. Bird-Dog (3 sets x 10-15 reps) | 2. Dead Bugs (3 sets x 10-15 reps) | 3. Burpees (3 sets x 10-15 reps) | 4. Shadow Boxing (3 sets x 10-15 reps) | 5. Russian Twists (3 sets x 10-15 reps) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1950,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,45,270,1. Lat Pulldowns (3 sets x 10-15 reps) | 2. Bodyweight Squats (3 sets x 10-15 reps) | 3. Reverse Lunges (3 sets x 10-15 reps) | 4. Incline Push-ups (3 sets x 10-15 reps) | 5. Bird-Dog (3 sets x 10-15 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1951,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,45,281,1. Russian Twists (3 sets x 10-15 reps) | 2. Jogging in Place (3 sets x 10-15 reps) | 3. Bicycle Crunches (3 sets x 10-15 reps) | 4. Dead Bugs (3 sets x 10-15 reps) | 5. Shadow Boxing (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1952,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),30,210,1. Diamond Push-ups (4 sets x 12-15 reps) | 2. Dumbbell Bench Press (4 sets x 12-15 reps) | 3. Pike Push-ups (4 sets x 12-15 reps) | 4. Front Raises (4 sets x 12-15 reps) | 5. Dumbbell Chest Flyes (4 sets x 12-15 reps)
WK_1953,Beginner Lower Body Focus,General Fitness,Beginner,Legs,45,270,1. Jump Squats (3 sets x 12 reps) | 2. Wall Sit (3 sets x 12 reps) | 3. Calf Raises (3 sets x 12 reps) | 4. Step-ups (on chair/box) (3 sets x 12 reps) | 5. Goblet Squats (3 sets x 12 reps)
WK_1954,Beginner Upper Body Mix,General Fitness,Beginner,Upper Body,30,150,1. Superman Extensions (3 sets x 12 reps) | 2. Chair Tricep Dips (3 sets x 12 reps) | 3. Dumbbell Overhead Press (3 sets x 12 reps) | 4. Overhead Tricep Extension (3 sets x 12 reps) | 5. Knee Push-ups (3 sets x 12 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1955,Beginner Upper Body Mix,General Fitness,Beginner,Upper Body,45,225,1. Incline Push-ups (3 sets x 12 reps) | 2. Overhead Tricep Extension (3 sets x 12 reps) | 3. Dumbbell Rows (3 sets x 12 reps) | 4. Diamond Push-ups (3 sets x 12 reps) | 5. Front Raises (3 sets x 12 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1956,Intermediate Push Routine,General Fitness,Intermediate,Push (Chest/Shoulders/Triceps),45,247,1. Lateral Raises (3 sets x 10-15 reps) | 2. Pike Push-ups (3 sets x 10-15 reps) | 3. Barbell Bench Press (3 sets x 10-15 reps) | 4. Dumbbell Chest Flyes (3 sets x 10-15 reps) | 5. Overhead Tricep Extension (3 sets x 10-15 reps)
WK_1957,Beginner Core & Sweat,Muscle Gain,Beginner,Core & Cardio,45,225,1. Mountain Climbers (4 sets x 8-10 reps) | 2. Jumping Jacks (4 sets x 8-10 reps) | 3. Side Plank (4 sets x 8-10 reps) | 4. Lying Leg Raises (4 sets x 8-10 reps) | 5. Bird-Dog (4 sets x 8-10 reps)
WK_1958,Beginner Core & Sweat,Weight Loss,Beginner,Core & Cardio,30,210,1. Shadow Boxing (4 sets x 12-15 reps) | 2. Mountain Climbers (4 sets x 12-15 reps) | 3. Crunches (4 sets x 12-15 reps) | 4. Bird-Dog (4 sets x 12-15 reps) | 5. Dead Bugs (4 sets x 12-15 reps)
WK_1959,Advanced Full Body Circuit,Weight Loss,Advanced,Full Body,30,315,1. Bird-Dog (4 sets x 45 sec work / 15 sec rest) | 2. Barbell Bench Press (4 sets x 45 sec work / 15 sec rest) | 3. Glute Bridges (4 sets x 45 sec work / 15 sec rest) | 4. Lat Pulldowns (4 sets x 45 sec work / 15 sec rest) | 5. Forward Lunges (4 sets x 45 sec work / 15 sec rest) | Finisher: High Knees (3 sets of max effort)
WK_1960,Beginner Push Routine,Muscle Gain,Beginner,Push (Chest/Shoulders/Triceps),60,300,1. Front Raises (3 sets x 8-10 reps) | 2. Diamond Push-ups (3 sets x 8-10 reps) | 3. Knee Push-ups (3 sets x 8-10 reps) | 4. Dumbbell Overhead Press (3 sets x 8-10 reps) | 5. Push-ups (3 sets x 8-10 reps)
WK_1961,Advanced Upper Body Mix,Weight Loss,Advanced,Upper Body,40,350,1. Tricep Kickbacks (4 sets x 45 sec work / 15 sec rest) | 2. Chair Tricep Dips (4 sets x 45 sec work / 15 sec rest) | 3. Lateral Raises (4 sets x 45 sec work / 15 sec rest) | 4. Wide Grip Push-ups (4 sets x 45 sec work / 15 sec rest) | 5. Chin-ups (4 sets x 45 sec work / 15 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1962,Advanced Core & Sweat,Muscle Gain,Advanced,Core & Cardio,45,281,1. Shadow Boxing (3 sets x 6-8 reps (heavy)) | 2. Side Plank (3 sets x 6-8 reps (heavy)) | 3. Russian Twists (3 sets x 6-8 reps (heavy)) | 4. Forearm Plank (3 sets x 6-8 reps (heavy)) | 5. Burpees (3 sets x 6-8 reps (heavy))
WK_1963,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),40,280,1. Front Raises (3 sets x 12-15 reps) | 2. Barbell Bench Press (3 sets x 12-15 reps) | 3. Dumbbell Bench Press (3 sets x 12-15 reps) | 4. Chair Tricep Dips (3 sets x 12-15 reps) | 5. Seated Dumbbell Press (3 sets x 12-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1964,Beginner Lower Body Focus,General Fitness,Beginner,Legs,30,180,1. Bodyweight Squats (3 sets x 10-15 reps) | 2. Calf Raises (3 sets x 10-15 reps) | 3. Goblet Squats (3 sets x 10-15 reps) | 4. Wall Sit (3 sets x 10-15 reps) | 5. Glute Bridges (3 sets x 10-15 reps)
WK_1965,Intermediate Core & Sweat,Weight Loss,Intermediate,Core & Cardio,45,346,1. Mountain Climbers (3 sets x 40 sec work / 20 sec rest) | 2. Side Plank (3 sets x 40 sec work / 20 sec rest) | 3. Bicycle Crunches (3 sets x 40 sec work / 20 sec rest) | 4. Burpees (3 sets x 40 sec work / 20 sec rest) | 5. Crunches (3 sets x 40 sec work / 20 sec rest) | Finisher: Jump Rope (3 sets of max effort)
WK_1966,Intermediate Push Routine,Weight Loss,Intermediate,Push (Chest/Shoulders/Triceps),40,308,1. Seated Dumbbell Press (3 sets x 40 sec work / 20 sec rest) | 2. Barbell Bench Press (3 sets x 40 sec work / 20 sec rest) | 3. Push-ups (3 sets x 40 sec work / 20 sec rest) | 4. Front Raises (3 sets x 40 sec work / 20 sec rest) | 5. Overhead Tricep Extension (3 sets x 40 sec work / 20 sec rest) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1967,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,60,360,1. Goblet Squats (3 sets x 8-10 reps) | 2. Russian Twists (3 sets x 8-10 reps) | 3. Glute Bridges (3 sets x 8-10 reps) | 4. Lat Pulldowns (3 sets x 8-10 reps) | 5. Push-ups (3 sets x 8-10 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1968,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,30,198,1. Calf Raises (3 sets x 10-15 reps) | 2. Crunches (3 sets x 10-15 reps) | 3. Reverse Lunges (3 sets x 10-15 reps) | 4. Dumbbell Rows (3 sets x 10-15 reps) | 5. Barbell Bench Press (3 sets x 10-15 reps)
WK_1969,Beginner Upper Body Mix,General Fitness,Beginner,Upper Body,30,150,1. Chair Tricep Dips (3 sets x 10-15 reps) | 2. Overhead Tricep Extension (3 sets x 10-15 reps) | 3. Incline Push-ups (3 sets x 10-15 reps) | 4. Dumbbell Overhead Press (3 sets x 10-15 reps) | 5. Chin-ups (3 sets x 10-15 reps)
WK_1970,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,45,247,1. Dead Bugs (3 sets x 12 reps) | 2. Mountain Climbers (3 sets x 12 reps) | 3. Shadow Boxing (3 sets x 12 reps) | 4. Bicycle Crunches (3 sets x 12 reps) | 5. Side Plank (3 sets x 12 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1971,Beginner Upper Body Mix,Muscle Gain,Beginner,Upper Body,45,225,1. Dumbbell Bench Press (3 sets x 8-10 reps) | 2. Lateral Raises (3 sets x 8-10 reps) | 3. Chin-ups (3 sets x 8-10 reps) | 4. Overhead Tricep Extension (3 sets x 8-10 reps) | 5. Dumbbell Bicep Curls (3 sets x 8-10 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1972,Advanced Push Routine,Muscle Gain,Advanced,Push (Chest/Shoulders/Triceps),60,375,1. Overhead Tricep Extension (4 sets x 6-8 reps (heavy)) | 2. Incline Push-ups (4 sets x 6-8 reps (heavy)) | 3. Seated Dumbbell Press (4 sets x 6-8 reps (heavy)) | 4. Wide Grip Push-ups (4 sets x 6-8 reps (heavy)) | 5. Dumbbell Overhead Press (4 sets x 6-8 reps (heavy))
WK_1973,Intermediate Pull Routine,General Fitness,Intermediate,Pull (Back/Biceps),30,165,1. Dumbbell Bicep Curls (3 sets x 12 reps) | 2. Hammer Curls (3 sets x 12 reps) | 3. Dumbbell Rows (3 sets x 12 reps) | 4. Lat Pulldowns (3 sets x 12 reps) | 5. Inverted Bodyweight Rows (3 sets x 12 reps)
WK_1974,Advanced Pull Routine,Muscle Gain,Advanced,Pull (Back/Biceps),45,281,1. Dumbbell Bicep Curls (4 sets x 6-8 reps (heavy)) | 2. Lat Pulldowns (4 sets x 6-8 reps (heavy)) | 3. Dumbbell Rows (4 sets x 6-8 reps (heavy)) | 4. Hammer Curls (4 sets x 6-8 reps (heavy)) | 5. Pull-ups (4 sets x 6-8 reps (heavy))
WK_1975,Intermediate Core & Sweat,Muscle Gain,Intermediate,Core & Cardio,60,330,1. Jumping Jacks (4 sets x 8-12 reps) | 2. Lying Leg Raises (4 sets x 8-12 reps) | 3. Jogging in Place (4 sets x 8-12 reps) | 4. Russian Twists (4 sets x 8-12 reps) | 5. Bird-Dog (4 sets x 8-12 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1976,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),45,315,1. Dumbbell Overhead Press (3 sets x 12-15 reps) | 2. Seated Dumbbell Press (3 sets x 12-15 reps) | 3. Barbell Bench Press (3 sets x 12-15 reps) | 4. Knee Push-ups (3 sets x 12-15 reps) | 5. Diamond Push-ups (3 sets x 12-15 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1977,Beginner Full Body Circuit,Weight Loss,Beginner,Full Body,30,252,1. Bicycle Crunches (3 sets x 12-15 reps) | 2. Wall Sit (3 sets x 12-15 reps) | 3. Dumbbell Bench Press (3 sets x 12-15 reps) | 4. Superman Extensions (3 sets x 12-15 reps) | 5. Jump Squats (3 sets x 12-15 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1978,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,60,360,1. Superman Extensions (3 sets x 8-10 reps) | 2. Calf Raises (3 sets x 8-10 reps) | 3. Bird-Dog (3 sets x 8-10 reps) | 4. Wide Grip Push-ups (3 sets x 8-10 reps) | 5. Glute Bridges (3 sets x 8-10 reps)
WK_1979,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,45,270,1. Goblet Squats (3 sets x 12 reps) | 2. Forearm Plank (3 sets x 12 reps) | 3. Barbell Bench Press (3 sets x 12 reps) | 4. Glute Bridges (3 sets x 12 reps) | 5. Superman Extensions (3 sets x 12 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1980,Beginner Core & Sweat,Muscle Gain,Beginner,Core & Cardio,45,225,1. Jumping Jacks (4 sets x 8-10 reps) | 2. Lying Leg Raises (4 sets x 8-10 reps) | 3. Jump Rope (4 sets x 8-10 reps) | 4. Bicycle Crunches (4 sets x 8-10 reps) | 5. Dead Bugs (4 sets x 8-10 reps)
WK_1981,Advanced Lower Body Focus,General Fitness,Advanced,Legs,30,225,1. Reverse Lunges (3 sets x 12 reps) | 2. Bodyweight Squats (3 sets x 12 reps) | 3. Wall Sit (3 sets x 12 reps) | 4. Goblet Squats (3 sets x 12 reps) | 5. Jump Squats (3 sets x 12 reps)
WK_1982,Advanced Pull Routine,Weight Loss,Advanced,Pull (Back/Biceps),30,262,1. Hammer Curls (3 sets x 45 sec work / 15 sec rest) | 2. Chin-ups (3 sets x 45 sec work / 15 sec rest) | 3. Dumbbell Rows (3 sets x 45 sec work / 15 sec rest) | 4. Dumbbell Bicep Curls (3 sets x 45 sec work / 15 sec rest) | 5. Pull-ups (3 sets x 45 sec work / 15 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1983,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Calf Raises (3 sets x 10-15 reps) | 2. Goblet Squats (3 sets x 10-15 reps) | 3. Lying Leg Raises (3 sets x 10-15 reps) | 4. Dumbbell Chest Flyes (3 sets x 10-15 reps) | 5. Inverted Bodyweight Rows (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1984,Intermediate Pull Routine,Muscle Gain,Intermediate,Pull (Back/Biceps),45,247,1. Chin-ups (3 sets x 8-12 reps) | 2. Lat Pulldowns (3 sets x 8-12 reps) | 3. Inverted Bodyweight Rows (3 sets x 8-12 reps) | 4. Hammer Curls (3 sets x 8-12 reps) | 5. Dumbbell Bicep Curls (3 sets x 8-12 reps)
WK_1985,Advanced Push Routine,General Fitness,Advanced,Push (Chest/Shoulders/Triceps),30,187,1. Chair Tricep Dips (3 sets x 10-15 reps) | 2. Front Raises (3 sets x 10-15 reps) | 3. Push-ups (3 sets x 10-15 reps) | 4. Pike Push-ups (3 sets x 10-15 reps) | 5. Barbell Bench Press (3 sets x 10-15 reps)
