Meal_Name,Protein(g),Carbs(g),Fat(g),Calories,Goal
"Nduma (Boiled Arrowroot) with Ndengu (Green Gram Stew), Avocado (Half) & Passion Fruit (2 pcs)",19,90,19,607,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Chicken Stew (Kuku Paka), Cabbage (Fried) & Sweet Banana (Ndizi)",29,80,19,607,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",22,96,15,607,Muscle Gain
"Pilau (Spiced Rice) with Beef Stew, Managu (African Nightshade) & Watermelon (Slice)",33,67,23,607,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",32,68,23,607,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",24,110,8,608,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",34,55,28,608,Weight Loss / Lean
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Spinach & Maziwa Lala (Fermented Milk 1 cup)",28,52,32,608,Weight Loss / Lean
"Matoke (Plantain Stew) with Pork Wet Fry, Cabbage (Fried) & Watermelon (Slice)",28,61,28,608,Weight Loss / Lean
"Spaghetti with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",30,59,28,608,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",24,101,12,608,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Spinach & Roasted Peanuts (Handful)",34,37,36,608,Weight Loss / Lean
"White Rice with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",34,80,17,609,Muscle Gain
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Spinach & Sweet Banana (Ndizi)",32,73,21,609,Muscle Gain
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",19,95,17,609,Balanced / Maintenance
"Brown Rice with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",21,93,17,609,Muscle Gain
"White Rice with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Mango (Slice)",35,79,17,609,Muscle Gain
"Spaghetti with Beef Stew, Managu (African Nightshade) & Mango (Slice)",35,79,17,609,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Maharagwe (Bean Stew), Cabbage (Fried) & Pawpaw (Papaya Slice)",21,93,17,609,Muscle Gain
"Brown Rice with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",31,65,25,609,Weight Loss / Lean
"Ugali (White Cornmeal) with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Mango (Slice)",34,78,18,610,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",29,92,14,610,Muscle Gain
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Spinach & Pawpaw (Papaya Slice)",23,89,18,610,Muscle Gain
"Ugali (White Cornmeal) with 2 Boiled Eggs, Managu (African Nightshade) & Roasted Peanuts (Handful)",27,58,30,610,Weight Loss / Lean
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Pawpaw (Papaya Slice)",38,65,22,610,Weight Loss / Lean
"White Rice with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",22,117,6,610,Muscle Gain
"Brown Rice with Chicken Stew (Kuku Paka), Cabbage (Fried) & Sweet Banana (Ndizi)",28,82,19,611,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Beef Stew, Avocado (Half) & Passion Fruit (2 pcs)",31,61,27,611,Weight Loss / Lean
"Ugali (White Cornmeal) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",22,115,7,611,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",35,66,23,611,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",35,75,19,611,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",35,75,19,611,Muscle Gain
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",33,77,19,611,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",27,110,7,611,Muscle Gain
"Matoke (Plantain Stew) with Beef Stew, Managu (African Nightshade) & Sweet Banana (Ndizi)",30,78,20,612,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Cabbage (Fried) & Pawpaw (Papaya Slice)",23,103,12,612,Muscle Gain
"White Rice with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",28,80,20,612,Muscle Gain
"Githeri (Maize & Beans) with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",34,56,28,612,Weight Loss / Lean
"Spaghetti with 2 Boiled Eggs, Spinach & Mandazi (1 pc)",26,73,24,612,Muscle Gain
"Nduma (Boiled Arrowroot) with Njahi (Black Bean Stew), Spinach & Roasted Peanuts (Handful)",27,79,21,613,Muscle Gain
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",38,59,25,613,Weight Loss / Lean
"Spaghetti with Pork Wet Fry, Cabbage (Fried) & Watermelon (Slice)",33,64,25,613,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with 2 Boiled Eggs, Cabbage (Fried) & Mandazi (1 pc)",23,74,25,613,Muscle Gain
"White Rice with Wet Fry Fish (Tilapia), Cabbage (Fried) & Sweet Banana (Ndizi)",33,82,17,613,Muscle Gain
"Spaghetti with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",42,62,22,614,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",27,95,14,614,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Passion Fruit (2 pcs)",21,83,22,614,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Managu (African Nightshade) & Mango (Slice)",25,106,10,614,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with 2 Boiled Eggs, Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",30,65,26,614,Weight Loss / Lean
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Pawpaw (Papaya Slice)",42,62,22,614,Weight Loss / Lean
"Brown Rice with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",23,81,22,614,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",34,43,34,614,Weight Loss / Lean
"Spaghetti with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",24,98,14,614,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",34,77,19,615,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Spinach & Sweet Banana (Ndizi)",30,81,19,615,Muscle Gain
"White Rice with Mutura (African Sausage), Managu (African Nightshade) & Mango (Slice)",23,79,23,615,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Pawpaw (Papaya Slice)",34,68,23,615,Weight Loss / Lean
"Githeri (Maize & Beans) with 2 Boiled Eggs, Spinach & Mandazi (1 pc)",30,70,24,616,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Managu (African Nightshade) & Pawpaw (Papaya Slice)",25,102,12,616,Muscle Gain
"White Rice with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Mango (Slice)",33,76,20,616,Muscle Gain
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Spinach & Sweet Banana (Ndizi)",33,76,20,616,Muscle Gain
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",38,62,24,616,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",24,112,8,616,Muscle Gain
"Githeri (Maize & Beans) with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",36,82,16,616,Muscle Gain
"Nduma (Boiled Arrowroot) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",39,59,25,617,Weight Loss / Lean
"White Rice with Ndengu (Green Gram Stew), Cabbage (Fried) & Mango (Slice)",21,113,9,617,Muscle Gain
"Matoke (Plantain Stew) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",21,77,25,617,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Maharagwe (Bean Stew), Spinach & Pawpaw (Papaya Slice)",22,94,17,617,Muscle Gain
"Spaghetti with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",26,79,22,618,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Watermelon (Slice)",33,54,30,618,Weight Loss / Lean
"Matoke (Plantain Stew) with 2 Boiled Eggs, Cabbage (Fried) & Roasted Peanuts (Handful)",24,54,34,618,Muscle Gain
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",46,59,22,618,Weight Loss / Lean
"Ugali (White Cornmeal) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Mango (Slice)",35,79,18,618,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",30,75,22,618,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",23,109,10,618,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",39,66,22,618,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",36,76,19,619,Muscle Gain
"Nduma (Boiled Arrowroot) with Omena (Silver Cyprinid Stew), Avocado (Half) & Pawpaw (Papaya Slice)",30,64,27,619,Weight Loss / Lean
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",33,79,19,619,Muscle Gain
"Githeri (Maize & Beans) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Mango (Slice)",36,76,19,619,Muscle Gain
"Brown Rice with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",33,79,19,619,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",34,60,27,619,Weight Loss / Lean
"Matoke (Plantain Stew) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",29,63,28,620,Weight Loss / Lean
"Githeri (Maize & Beans) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",36,74,20,620,Muscle Gain
"Matoke (Plantain Stew) with Nyama Choma (Roasted Beef/Goat), Spinach & Mango (Slice)",32,69,24,620,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",40,52,28,620,Weight Loss / Lean
"Spaghetti with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",37,82,16,620,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Spinach & Watermelon (Slice)",24,95,16,620,Muscle Gain
"Pilau (Spiced Rice) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Watermelon (Slice)",25,94,16,620,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",33,77,20,620,Muscle Gain
"White Rice with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",26,57,32,620,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",35,82,17,621,Muscle Gain
"Brown Rice with 2 Boiled Eggs, Managu (African Nightshade) & Mandazi (1 pc)",24,75,25,621,Muscle Gain
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",24,111,9,621,Muscle Gain
"Brown Rice with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",29,77,22,622,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",25,108,10,622,Muscle Gain
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Mango (Slice)",33,73,22,622,Muscle Gain
"White Rice with Pork Wet Fry, Spinach & Mango (Slice)",30,76,22,622,Muscle Gain
"Matoke (Plantain Stew) with 2 Boiled Eggs, Managu (African Nightshade) & Roasted Peanuts (Handful)",26,53,34,622,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Spinach & Mango (Slice)",20,104,14,622,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Avocado (Half) & Pawpaw (Papaya Slice)",31,64,27,623,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Njahi (Black Bean Stew), Spinach & Mandazi (1 pc)",23,99,15,623,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Cabbage (Fried) & Mango (Slice)",23,108,11,623,Muscle Gain
"Matoke (Plantain Stew) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",21,110,11,623,Muscle Gain
"Nduma (Boiled Arrowroot) with Mutura (African Sausage), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",26,60,31,623,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Beef Stew, Cabbage (Fried) & Mandazi (1 pc)",29,75,23,623,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Cabbage (Fried) & Passion Fruit (2 pcs)",23,63,31,623,Muscle Gain
"Brown Rice with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",39,54,28,624,Weight Loss / Lean
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Cabbage (Fried) & Pawpaw (Papaya Slice)",18,93,20,624,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Mango (Slice)",30,81,20,624,Muscle Gain
"Matoke (Plantain Stew) with 2 Boiled Eggs, Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",21,72,28,624,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",30,79,21,625,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",34,39,37,625,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",27,91,17,625,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Chicken Stew (Kuku Paka), Avocado (Half) & Passion Fruit (2 pcs)",29,62,29,625,Weight Loss / Lean
"Pilau (Spiced Rice) with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",25,102,13,625,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Njahi (Black Bean Stew), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",25,102,13,625,Muscle Gain
"Matoke (Plantain Stew) with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",26,92,17,625,Muscle Gain
"Matoke (Plantain Stew) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",21,79,25,625,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",36,82,17,625,Muscle Gain
"Matoke (Plantain Stew) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",32,75,22,626,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",26,90,18,626,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",24,101,14,626,Muscle Gain
"Matoke (Plantain Stew) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Mango (Slice)",33,74,22,626,Muscle Gain
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",28,70,26,626,Muscle Gain
"White Rice with Njahi (Black Bean Stew), Avocado (Half) & Passion Fruit (2 pcs)",22,94,18,626,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Spinach & Sweet Banana (Ndizi)",36,78,19,627,Muscle Gain
"White Rice with Omena (Silver Cyprinid Stew), Avocado (Half) & Passion Fruit (2 pcs)",32,64,27,627,Weight Loss / Lean
"White Rice with Njahi (Black Bean Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",30,93,15,627,Muscle Gain
"White Rice with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Mango (Slice)",30,82,20,628,Muscle Gain
"White Rice with Beef Stew, Spinach & Roasted Peanuts (Handful)",36,58,28,628,Weight Loss / Lean
"White Rice with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Sweet Banana (Ndizi)",32,80,20,628,Muscle Gain
"White Rice with Omena (Silver Cyprinid Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",40,63,24,628,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Cabbage (Fried) & Mango (Slice)",29,83,20,628,Muscle Gain
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",35,66,25,629,Weight Loss / Lean
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",27,56,33,629,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Maharagwe (Bean Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",23,69,29,629,Muscle Gain
"Brown Rice with Chicken Stew (Kuku Paka), Avocado (Half) & Passion Fruit (2 pcs)",28,64,29,629,Weight Loss / Lean
"White Rice with Ndengu (Green Gram Stew), Managu (African Nightshade) & Sweet Banana (Ndizi)",23,114,9,629,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Beef Stew, Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",39,62,25,629,Weight Loss / Lean
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Cabbage (Fried) & Passion Fruit (2 pcs)",23,96,17,629,Muscle Gain
"White Rice with 2 Boiled Eggs, Avocado (Half) & Sweet Banana (Ndizi)",19,82,25,629,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Mango (Slice)",36,72,22,630,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",27,108,10,630,Muscle Gain
"White Rice with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",22,77,26,630,Muscle Gain
"Brown Rice with Chicken Stew (Kuku Paka), Spinach & Maziwa Lala (Fermented Milk 1 cup)",36,63,26,630,Weight Loss / Lean
"White Rice with Pork Wet Fry, Spinach & Sweet Banana (Ndizi)",30,78,22,630,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Spinach & Pawpaw (Papaya Slice)",24,66,30,630,Muscle Gain
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Mango (Slice)",34,74,22,630,Muscle Gain
"Matoke (Plantain Stew) with Njahi (Black Bean Stew), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",26,82,22,630,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Watermelon (Slice)",24,64,31,631,Muscle Gain
"Nduma (Boiled Arrowroot) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",37,51,31,631,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",23,110,11,631,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Sweet Banana (Ndizi)",33,82,19,631,Muscle Gain
"Spaghetti with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Mango (Slice)",38,77,19,631,Muscle Gain
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Mango (Slice)",42,73,19,631,Muscle Gain
"Spaghetti with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",37,78,19,631,Muscle Gain
"Brown Rice with Pork Wet Fry, Spinach & Mango (Slice)",31,73,24,632,Muscle Gain
"Ugali (White Cornmeal) with Mutura (African Sausage), Managu (African Nightshade) & Sweet Banana (Ndizi)",23,81,24,632,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",30,83,20,632,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",35,78,20,632,Muscle Gain
"White Rice with Wet Fry Fish (Tilapia), Spinach & Maziwa Lala (Fermented Milk 1 cup)",41,63,24,632,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Njahi (Black Bean Stew), Avocado (Half) & Passion Fruit (2 pcs)",24,89,20,632,Muscle Gain
"Spaghetti with Maharagwe (Bean Stew), Managu (African Nightshade) & Pawpaw (Papaya Slice)",25,95,17,633,Muscle Gain
"Githeri (Maize & Beans) with 2 Boiled Eggs, Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",30,72,25,633,Muscle Gain
"Spaghetti with Pork Wet Fry, Managu (African Nightshade) & Pawpaw (Papaya Slice)",35,67,25,633,Weight Loss / Lean
"Pilau (Spiced Rice) with 2 Boiled Eggs, Avocado (Half) & Passion Fruit (2 pcs)",21,63,33,633,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Managu (African Nightshade) & Roasted Peanuts (Handful)",35,40,37,633,Weight Loss / Lean
"Chapati (Soft Flatbread) with Chicken Stew (Kuku Paka), Spinach & Sweet Banana (Ndizi)",29,71,26,634,Muscle Gain
"Nduma (Boiled Arrowroot) with Maharagwe (Bean Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",25,84,22,634,Muscle Gain
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Sweet Banana (Ndizi)",32,77,22,634,Muscle Gain
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",34,75,22,634,Muscle Gain
"Brown Rice with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",34,75,22,634,Muscle Gain
"Brown Rice with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Mango (Slice)",35,74,22,634,Muscle Gain
"Brown Rice with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",35,74,22,634,Muscle Gain
"Spaghetti with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",38,78,19,635,Muscle Gain
"Brown Rice with Ndengu (Green Gram Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",22,112,11,635,Muscle Gain
"Ugali (White Cornmeal) with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",35,72,23,635,Muscle Gain
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",27,51,36,636,Weight Loss / Lean
"Chapati (Soft Flatbread) with Pork Wet Fry, Spinach & Pawpaw (Papaya Slice)",31,56,32,636,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",24,72,28,636,Muscle Gain
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Passion Fruit (2 pcs)",36,60,28,636,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",26,88,20,636,Muscle Gain
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",39,57,28,636,Weight Loss / Lean
"Pilau (Spiced Rice) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",24,72,28,636,Muscle Gain
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Spinach & Sweet Banana (Ndizi)",41,71,21,637,Muscle Gain
"Brown Rice with Beef Stew, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",37,66,25,637,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Beef Stew, Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",34,51,33,637,Weight Loss / Lean
